SITE,STAGE,TRANSECT_POINT,NORTHING,EASTING,ENVIRON,DIST_FPL,LOCATION,CAT_Z,CLASS_Z,ACTUAL_Z,FP_Z,DATE,D13C_CH4,D13C_CO2,WATER_T,KH_O2,DT_DZ,WATER_TK,COND,PH,WIND_ONSITE,ORP,REDOX_ORP,CHL,O2_PERCENT,O2,DO2_DZ,DIC,PCO2,DPCO2_DZ,PCH4,DPCH4_DZ,PN2O,KH_PCO2,KH_PCH4,KH_PN2O,D13C_DIC,D18O_O2,O2_Ar,MOX,MPROD,MCARB,INUN_T
AnRe.4,High,4,12.64003,104.13542,Floodplain,2010,Central,4,NA,2,3.5,10/4/15 0:00,-49.151,-50.003,27.91,1.21633,-0.185364095,301.06,0.006,6.07,0.6,-168.5,Methanogenesis,6.2,3.3,0.26,-0.153064167,NA,7454.765,937.5368049,8300.25,6386.937263,NA,0.031419019,0.001347,0.022343824,NA,NA,NA,NA,NA,NA,166
AnRe.4,High,4,12.64003,104.13542,Floodplain,2010,Central,5,Bottom,3,3.5,10/4/15 0:00,-50.613,-58.843,27.85,1.21633,-0.185364095,301,0.007,6.09,0.6,-185.2,Methanogenesis,7.3,3.1,0.24,-0.153064167,NA,8128.533,937.5368049,18035.13,6386.937263,NA,0.031467704,0.001349,0.022380618,NA,NA,NA,-5.05,-5.05,-3.78,166
AnRe.4,High,4,12.64003,104.13542,Floodplain,2010,Central,5,Bottom,3,3.5,10/4/15 0:00,-50.572,-55.746,27.85,1.21633,-0.185364095,301,0.007,6.09,0.6,-185.2,Methanogenesis,7.3,3.1,0.24,-0.153064167,NA,8445.252,937.5368049,19758.69,6386.937263,NA,0.031467704,0.001349,0.022380618,NA,NA,NA,-6.61,-6.61,-4.95,166
AnRe.4,High,4,12.64003,104.13542,Floodplain,2010,Central,5,Bottom,3,3.5,10/4/15 0:00,-50.483,-57.704,27.85,1.21633,-0.185364095,301,0.007,6.09,0.6,-185.2,Methanogenesis,7.3,3.1,0.24,-0.153064167,NA,7654.32,937.5368049,17243.9,6386.937263,NA,0.031467704,0.001349,0.022380618,NA,NA,NA,-5.97,-5.97,-4.47,166
AnRe.4,High,4,12.64003,104.13542,Floodplain,2010,Central,6,Sediment,3.5,3.5,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,6.18,4.63,166
AnRe.4,High,4,12.64003,104.13542,Floodplain,2010,Central,6,Sediment,3.5,3.5,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,7.17,5.37,166
AnRe.4,High,4,12.64003,104.13542,Floodplain,2010,Central,6,Sediment,3.5,3.5,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,6.52,4.88,166
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,1,Surface,0.1,1.5,10/4/15 0:00,-10.785,-30.338,29.14,1.1982,-0.942263759,302.29,0.006,6.28,1.4,165,Iron reduction,8.1,14.5,1.11,-0.500726895,NA,5276.285,1267.216127,566.61,7000.047525,NA,0.030447447,0.001321,0.021609857,NA,NA,NA,-4.56,-4.56,-3.41,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,1,Surface,0.1,1.5,10/4/15 0:00,-61.852,-11.748,29.14,1.1982,-0.942263759,302.29,0.006,6.28,1.4,165,Iron reduction,8.1,14.5,1.11,-0.500726895,NA,5123.746,1267.216127,605.88,7000.047525,NA,0.030447447,0.001321,0.021609857,NA,NA,NA,-11.8,-11.8,-8.84,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,1,Surface,0.1,1.5,10/4/15 0:00,-7.774,-41.959,29.14,1.1982,-0.942263759,302.29,0.006,6.28,1.4,165,Iron reduction,8.1,14.5,1.11,-0.500726895,NA,5158.261,1267.216127,510.85,7000.047525,NA,0.030447447,0.001321,0.021609857,NA,NA,NA,-10.4,-10.4,-7.79,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,2,NA,0.25,1.5,10/4/15 0:00,-25.438,-44.984,28.56,1.1982,-0.942263759,301.71,0.006,5.87,1.4,142,Iron reduction,8.2,5.1,0.39,-0.500726895,NA,6530.448,1267.216127,1257.4,7000.047525,NA,0.030899371,0.001333,0.021951191,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,2,NA,0.25,1.5,10/4/15 0:00,-19.645,-35.452,28.56,1.1982,-0.942263759,301.71,0.006,5.87,1.4,142,Iron reduction,8.2,5.1,0.39,-0.500726895,NA,6221.572,1267.216127,1109.19,7000.047525,NA,0.030899371,0.001333,0.021951191,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,2,NA,0.25,1.5,10/4/15 0:00,-25.668,-43.839,28.56,1.1982,-0.942263759,301.71,0.006,5.87,1.4,142,Iron reduction,8.2,5.1,0.39,-0.500726895,NA,6561.499,1267.216127,1239.73,7000.047525,NA,0.030899371,0.001333,0.021951191,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,3,NA,0.5,1.5,10/4/15 0:00,-30.525,-43.196,28.18,1.21633,-0.942263759,301.33,0.006,5.75,1.4,58.3,Sulfate reduction,7.7,4,0.31,-0.500726895,NA,6904.34,1267.216127,1794.18,7000.047525,NA,0.031201446,0.001341,0.022179413,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,3,NA,0.5,1.5,10/4/15 0:00,-30.02,-45.235,28.18,1.21633,-0.942263759,301.33,0.006,5.75,1.4,58.3,Sulfate reduction,7.7,4,0.31,-0.500726895,NA,7274.447,1267.216127,1813.36,7000.047525,NA,0.031201446,0.001341,0.022179413,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,3,NA,0.5,1.5,10/4/15 0:00,-30.472,-43.315,28.18,1.21633,-0.942263759,301.33,0.006,5.75,1.4,58.3,Sulfate reduction,7.7,4,0.31,-0.500726895,NA,7532.765,1267.216127,1784.17,7000.047525,NA,0.031201446,0.001341,0.022179413,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,4,NA,1,1.5,10/4/15 0:00,-47.249,-45.615,27.94,1.21633,-0.942263759,301.09,0.006,5.53,1.4,-86.9,Sulfate reduction,7.7,3.5,0.28,-0.500726895,NA,7084.778,1267.216127,6001.24,7000.047525,NA,0.031394723,0.001347,0.022325463,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,4,NA,1,1.5,10/4/15 0:00,-47.495,-45.772,27.94,1.21633,-0.942263759,301.09,0.006,5.53,1.4,-86.9,Sulfate reduction,7.7,3.5,0.28,-0.500726895,NA,6652.001,1267.216127,6121.97,7000.047525,NA,0.031394723,0.001347,0.022325463,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,4,NA,1,1.5,10/4/15 0:00,-47.561,-46.17,27.94,1.21633,-0.942263759,301.09,0.006,5.53,1.4,-86.9,Sulfate reduction,7.7,3.5,0.28,-0.500726895,NA,7060.025,1267.216127,6711.67,7000.047525,NA,0.031394723,0.001347,0.022325463,NA,NA,NA,NA,NA,NA,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,5,Bottom,1.25,1.5,10/4/15 0:00,-49.31,-45.54,27.9,1.21633,-0.942263759,301.05,0.006,5.51,1.4,-108.6,Sulfate reduction,8.4,3.4,0.27,-0.500726895,NA,7226.551,1267.216127,8398.26,7000.047525,NA,0.031427125,0.001348,0.02234995,NA,NA,NA,-10.19,-10.19,-7.63,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,5,Bottom,1.25,1.5,10/4/15 0:00,-48.533,-45.516,27.9,1.21633,-0.942263759,301.05,0.006,5.51,1.4,-108.6,Sulfate reduction,8.4,3.4,0.27,-0.500726895,NA,7098.678,1267.216127,8736.89,7000.047525,NA,0.031427125,0.001348,0.02234995,NA,NA,NA,-10.97,-10.97,-8.21,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,5,Bottom,1.25,1.5,10/4/15 0:00,-48.56,-44.293,27.9,1.21633,-0.942263759,301.05,0.006,5.51,1.4,-108.6,Sulfate reduction,8.4,3.4,0.27,-0.500726895,NA,7261.917,1267.216127,8138.76,7000.047525,NA,0.031427125,0.001348,0.02234995,NA,NA,NA,-11.03,-11.03,-8.26,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,6,Sediment,1.5,1.5,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,10.21,7.65,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,6,Sediment,1.5,1.5,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,10.84,8.12,98
AnRe.5,High,5,12.63007,104.12852,Floodplain,3290,Central,6,Sediment,1.5,1.5,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,11.25,8.42,98
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,1,Surface,0.1,1,10/4/15 0:00,-40.202,-39.629,29.68,1.18078,-0.490748899,302.83,0.006,6.03,0.4,162.9,Iron reduction,7.6,38.5,2.93,-0.562995595,NA,3280.008,1253.029735,1023.74,629.1047198,NA,0.030036372,0.001309,0.021299481,-21.32,26.91,9.75,-1.11,-1.11,-0.83,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,1,Surface,0.1,1,10/4/15 0:00,-38.978,-42.432,29.68,1.18078,-0.490748899,302.83,0.003,6.03,0.4,162.9,Iron reduction,7.6,38.5,2.93,-0.562995595,NA,3251.973,1253.029735,882.16,629.1047198,NA,0.030036372,0.001309,0.021299481,-20.99,26.94,9.4,-2.83,-2.83,-2.12,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,1,Surface,0.1,1,10/4/15 0:00,-39.391,-37.073,29.68,1.18078,-0.490748899,302.83,0.003,6.03,0.4,162.9,Iron reduction,7.6,38.5,2.93,-0.562995595,NA,2957.65,1253.029735,713.58,629.1047198,NA,0.030036372,0.001309,0.021299481,-22.53,26.63,9.71,-3.12,-3.12,-2.34,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,2,NA,0.25,1,10/4/15 0:00,-44.153,-40.04,29.58,1.18078,-0.490748899,302.73,0.003,5.55,0.4,167.6,Iron reduction,8.1,37.1,2.82,-0.562995595,NA,3341.142,1253.029735,979.63,629.1047198,NA,0.030111805,0.001311,0.021356428,NA,NA,NA,NA,NA,NA,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,3,NA,0.5,1,10/4/15 0:00,-39.997,-40.18,29.42,1.1982,-0.490748899,302.57,0.003,5.48,0.4,166.6,Iron reduction,8.2,34.2,2.61,-0.562995595,NA,3679.159,1253.029735,1246.21,629.1047198,NA,0.030233148,0.001315,0.021448041,NA,NA,NA,NA,NA,NA,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,3,NA,0.5,1,10/4/15 0:00,-39.874,-43.512,29.42,1.1982,-0.490748899,302.57,0.003,5.48,0.4,166.6,Iron reduction,8.2,34.2,2.61,-0.562995595,NA,3574.456,1253.029735,925.16,629.1047198,NA,0.030233148,0.001315,0.021448041,NA,NA,NA,NA,NA,NA,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,3,NA,0.5,1,10/4/15 0:00,-39.877,-40.066,29.42,1.1982,-0.490748899,302.57,0.003,5.48,0.4,166.6,Iron reduction,8.2,34.2,2.61,-0.562995595,NA,3737.578,1253.029735,1205.54,629.1047198,NA,0.030233148,0.001315,0.021448041,NA,NA,NA,NA,NA,NA,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,5,Bottom,0.75,1,10/4/15 0:00,-37.158,-41.555,29.37,1.1982,-0.490748899,302.52,0.003,5.39,0.4,168,Iron reduction,9.2,33.7,2.58,-0.562995595,NA,NA,NA,NA,NA,NA,0.030271233,0.001316,0.021476797,-22.35,26.9,6.26,-1.08,-1.08,-0.81,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,5,Bottom,0.75,1,10/4/15 0:00,-46.86,-40.385,29.37,1.1982,-0.490748899,302.52,0.003,5.39,0.4,168,Iron reduction,9.2,33.7,2.58,-0.562995595,NA,NA,NA,NA,NA,NA,0.030271233,0.001316,0.021476797,-22.5,25.94,6.29,-1.12,-1.12,-0.84,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,5,Bottom,0.75,1,10/4/15 0:00,-47.228,-42.125,29.37,1.1982,-0.490748899,302.52,0.003,5.39,0.4,168,Iron reduction,9.2,33.7,2.58,-0.562995595,NA,NA,NA,NA,NA,NA,0.030271233,0.001316,0.021476797,-22.62,24.87,9.61,-1.15,-1.15,-0.86,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,6,Sediment,1,1,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,2.95,2.21,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,6,Sediment,1,1,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,3.71,2.78,54
AnRe.6,High,6,12.6254,104.12143,Floodplain,4250,Central,6,Sediment,1,1,10/4/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.55,2.66,54
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,1,Surface,0.1,6.75,10/25/15 0:00,-36.961,-22.644,31.79,1.1479,-0.192754663,304.94,0.011,7.15,1.2,138.9,Sulfate reduction,3.5,80.1,5.89,-0.029160689,NA,8899.073,-288.265338,114.86,-13.06605691,NA,0.028515039,0.001267,0.020151695,-12.7,19.16,15.45,-0.16,-0.16,-0.12,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,1,Surface,0.1,6.75,10/25/15 0:00,-31.643,-35.135,31.79,1.1479,-0.192754663,304.94,0.011,7.15,1.2,138.9,Sulfate reduction,3.5,80.1,5.89,-0.029160689,NA,9621.195,-288.265338,136.04,-13.06605691,NA,0.028515039,0.001267,0.020151695,-12.72,19.2,15.61,-0.17,-0.17,-0.13,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,1,Surface,0.1,6.75,10/25/15 0:00,-31.518,-35.153,31.79,1.1479,-0.192754663,304.94,0.011,7.15,1.2,138.9,Sulfate reduction,3.5,80.1,5.89,-0.029160689,NA,10043.278,-288.265338,157.97,-13.06605691,NA,0.028515039,0.001267,0.020151695,-12.84,18.85,15.55,-0.06,-0.06,-0.05,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,2,NA,1,6.75,10/25/15 0:00,-29.994,-31.848,30.8,1.16402,-0.192754663,303.95,0.011,7.01,1.2,181.6,Iron reduction,4.7,69.1,5.16,-0.029160689,NA,7886.799,-288.265338,172.71,-13.06605691,NA,0.029212459,0.001287,0.020677699,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,2,NA,1,6.75,10/25/15 0:00,-31.335,-33.294,30.8,1.16402,-0.192754663,303.95,0.011,7.01,1.2,181.6,Iron reduction,4.7,69.1,5.16,-0.029160689,NA,10043.751,-288.265338,157.98,-13.06605691,NA,0.029212459,0.001287,0.020677699,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,2,NA,1,6.75,10/25/15 0:00,-31.651,-36.048,30.8,1.16402,-0.192754663,303.95,0.011,7.01,1.2,181.6,Iron reduction,4.7,69.1,5.16,-0.029160689,NA,7770.05,-288.265338,149.61,-13.06605691,NA,0.029212459,0.001287,0.020677699,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,3,NA,2,6.75,10/25/15 0:00,-31.492,-34.761,30.57,1.16402,-0.192754663,303.72,0.011,7.02,1.2,198.1,Iron reduction,4.1,72.9,5.51,-0.029160689,NA,6777.62,-288.265338,179.15,-13.06605691,NA,0.029378571,0.001291,0.020803026,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,3,NA,2,6.75,10/25/15 0:00,-31.655,-36.271,30.57,1.16402,-0.192754663,303.72,0.011,7.02,1.2,198.1,Iron reduction,4.1,72.9,5.51,-0.029160689,NA,7288.732,-288.265338,158.39,-13.06605691,NA,0.029378571,0.001291,0.020803026,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,3,NA,2,6.75,10/25/15 0:00,-30.203,-32.327,30.57,1.16402,-0.192754663,303.72,0.011,7.02,1.2,198.1,Iron reduction,4.1,72.9,5.51,-0.029160689,NA,7037.762,-288.265338,146.57,-13.06605691,NA,0.029378571,0.001291,0.020803026,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,4,NA,4,6.75,10/25/15 0:00,-125.743,-43.211,30.56,1.16402,-0.192754663,303.71,0.011,7.01,1.2,208,Iron reduction,3.5,73.6,5.51,-0.029160689,NA,5580.937,-288.265338,5.8,-13.06605691,NA,0.029385829,0.001291,0.020808502,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,4,NA,4,6.75,10/25/15 0:00,-192.776,-47.942,30.56,1.16402,-0.192754663,303.71,0.011,7.01,1.2,208,Iron reduction,3.5,73.6,5.51,-0.029160689,NA,5053.409,-288.265338,5.8,-13.06605691,NA,0.029385829,0.001291,0.020808502,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,4,NA,4,6.75,10/25/15 0:00,-196.739,-46.751,30.56,1.16402,-0.192754663,303.71,0.011,7.01,1.2,208,Iron reduction,3.5,73.6,5.51,-0.029160689,NA,6607.634,-288.265338,5.8,-13.06605691,NA,0.029385829,0.001291,0.020808502,NA,NA,NA,NA,NA,NA,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,5,Bottom,5,6.75,10/25/15 0:00,-35.198,-37.89,30.55,1.16402,-0.192754663,303.7,0.011,7,1.2,201.7,Iron reduction,4,73.1,5.47,-0.029160689,NA,9271.494,-288.265338,168.66,-13.06605691,NA,0.02939309,0.001292,0.020813981,-12.2,22.61,14.85,-0.2,-0.2,-0.15,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,5,Bottom,5,6.75,10/25/15 0:00,-34.909,-35.126,30.55,1.16402,-0.192754663,303.7,0.011,7,1.2,201.7,Iron reduction,4,73.1,5.47,-0.029160689,NA,9169.12,-288.265338,148,-13.06605691,NA,0.02939309,0.001292,0.020813981,-12.04,22.74,15.08,-0.15,-0.15,-0.11,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,5,Bottom,5,6.75,10/25/15 0:00,-34.092,-36.663,30.55,1.16402,-0.192754663,303.7,0.011,7,1.2,201.7,Iron reduction,4,73.1,5.47,-0.029160689,NA,8659.142,-288.265338,129.36,-13.06605691,NA,0.02939309,0.001292,0.020813981,-12.59,22.04,14.81,-0.11,-0.11,-0.09,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,6,Sediment,6.75,6.75,10/25/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.16,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,6,Sediment,6.75,6.75,10/25/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.15,0.11,327
KaPr.1,High,1,12.51286,104.48435,Pelagic,-390,Southwest,6,Sediment,6.75,6.75,10/25/15 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.12,0.09,327
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,1,Surface,0.1,3,10/25/15 0:00,-23.655,-38.148,30.64,1.16402,0.006929069,303.79,0.011,6.55,2.1,149,Iron reduction,3.9,27.1,2.03,-0.089770398,NA,14089.33,27.53189217,270.15,21.81324997,NA,0.029327849,0.00129,0.020764756,-14.46,22.37,8.44,-0.12,-0.12,-0.09,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,1,Surface,0.1,3,10/25/15 0:00,-23.341,-37.414,30.64,1.16402,0.006929069,303.79,0.011,6.55,2.1,149,Iron reduction,3.9,27.1,2.03,-0.089770398,NA,13993.188,27.53189217,252.65,21.81324997,NA,0.029327849,0.00129,0.020764756,-14.79,21.82,8.62,-0.15,-0.15,-0.11,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,1,Surface,0.1,3,10/25/15 0:00,-23.375,-37.305,30.64,1.16402,0.006929069,303.79,0.011,6.55,2.1,149,Iron reduction,3.9,27.1,2.03,-0.089770398,NA,14397.127,27.53189217,241.05,21.81324997,NA,0.029327849,0.00129,0.020764756,-14.97,21.84,8.49,-0.1,-0.1,-0.08,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,2,NA,1,3,10/25/15 0:00,-26.301,-36.869,30.67,1.16402,0.006929069,303.82,0.011,6.66,2.1,125.6,Sulfate reduction,3.4,26.6,1.99,-0.089770398,NA,11602.027,27.53189217,210.63,21.81324997,NA,0.029306156,0.001289,0.020748388,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,2,NA,1,3,10/25/15 0:00,-22.533,-39.3,30.67,1.16402,0.006929069,303.82,0.011,6.66,2.1,125.6,Sulfate reduction,3.4,26.6,1.99,-0.089770398,NA,10257.445,27.53189217,192.98,21.81324997,NA,0.029306156,0.001289,0.020748388,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,2,NA,1,3,10/25/15 0:00,-21.305,-38.853,30.67,1.16402,0.006929069,303.82,0.011,6.66,2.1,125.6,Sulfate reduction,3.4,26.6,1.99,-0.089770398,NA,11602.743,27.53189217,189.93,21.81324997,NA,0.029306156,0.001289,0.020748388,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,3,NA,2,3,10/25/15 0:00,-22.637,-39.538,30.68,1.16402,0.006929069,303.83,0.011,6.65,2.1,110,Sulfate reduction,2.9,25.1,1.88,-0.089770398,NA,12391.87,27.53189217,246.76,21.81324997,NA,0.02929893,0.001289,0.020742937,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,3,NA,2,3,10/25/15 0:00,-22.187,-37.695,30.68,1.16402,0.006929069,303.83,0.011,6.65,2.1,110,Sulfate reduction,2.9,25.1,1.88,-0.089770398,NA,11349.246,27.53189217,243.66,21.81324997,NA,0.02929893,0.001289,0.020742937,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,3,NA,2,3,10/25/15 0:00,-23.35,-39.196,30.68,1.16402,0.006929069,303.83,0.011,6.65,2.1,110,Sulfate reduction,2.9,25.1,1.88,-0.089770398,NA,11439.067,27.53189217,234.31,21.81324997,NA,0.02929893,0.001289,0.020742937,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,4,NA,2.5,3,10/25/15 0:00,-20.437,-37.308,30.65,1.16402,0.006929069,303.8,0.011,6.66,2.1,111.6,Sulfate reduction,3.2,24.1,1.79,-0.089770398,NA,12011.488,27.53189217,265.34,21.81324997,NA,0.029320615,0.00129,0.020759298,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,4,NA,2.5,3,10/25/15 0:00,-20.115,-36.458,30.65,1.16402,0.006929069,303.8,0.011,6.66,2.1,111.6,Sulfate reduction,3.2,24.1,1.79,-0.089770398,NA,11374.472,27.53189217,239.38,21.81324997,NA,0.029320615,0.00129,0.020759298,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,4,NA,2.5,3,10/25/15 0:00,-20.483,-39.222,30.65,1.16402,0.006929069,303.8,0.011,6.66,2.1,111.6,Sulfate reduction,3.2,24.1,1.79,-0.089770398,NA,11778.962,27.53189217,249.55,21.81324997,NA,0.029320615,0.00129,0.020759298,NA,NA,NA,NA,NA,NA,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,5,Bottom,2.75,3,10/25/15 0:00,-33.904,-36.942,30.67,1.16402,0.006929069,303.82,0.011,6.65,2.1,104.3,Sulfate reduction,3.1,24.5,1.83,-0.089770398,NA,14657.258,27.53189217,302.84,21.81324997,NA,0.029306156,0.001289,0.020748388,NA,NA,NA,-0.07,-0.07,-0.05,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,5,Bottom,2.75,3,10/25/15 0:00,-34.067,-38.254,30.67,1.16402,0.006929069,303.82,0.011,6.65,2.1,104.3,Sulfate reduction,3.1,24.5,1.83,-0.089770398,NA,15351.096,27.53189217,327.91,21.81324997,NA,0.029306156,0.001289,0.020748388,-15.409,22.531,7.863,-0.07,-0.07,-0.05,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,5,Bottom,2.75,3,10/25/15 0:00,-35.13,-37.879,30.67,1.16402,0.006929069,303.82,0.011,6.65,2.1,104.3,Sulfate reduction,3.1,24.5,1.83,-0.089770398,NA,15102.093,27.53189217,342.33,21.81324997,NA,0.029306156,0.001289,0.020748388,-15.516,21.903,7.972,-0.04,-0.04,-0.03,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,6,Sediment,3,3,10/25/15 0:00,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.05,307
KaPr.2,High,2,12.51012,104.48435,Edge,0,Southwest,6,Sediment,3,3,10/25/15 0:00,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.05,307
