"","f1","f2","f3","f4","f5","f6","f7","f8"
"465",0.7,0,0,0,0,0.05,0.1,0.15
"466",0.65,0,0,0,0,0.05,0.1,0.2
"467",0.6,0,0,0,0,0.05,0.1,0.25
"468",0.55,0,0,0,0,0.05,0.1,0.3
"469",0.5,0,0,0,0,0.05,0.1,0.35
"470",0.45,0,0,0,0,0.05,0.1,0.4
"471",0.65,0,0,0,0,0.05,0.15,0.15
"472",0.6,0,0,0,0,0.05,0.15,0.2
"473",0.55,0,0,0,0,0.05,0.15,0.25
"474",0.5,0,0,0,0,0.05,0.15,0.3
"475",0.45,0,0,0,0,0.05,0.15,0.35
"476",0.4,0,0,0,0,0.05,0.15,0.4
"477",0.55,0,0,0,0,0.05,0.2,0.2
"478",0.5,0,0,0,0,0.05,0.2,0.25
"479",0.45,0,0,0,0,0.05,0.2,0.3
"480",0.4,0,0,0,0,0.05,0.2,0.35
"481",0.45,0,0,0,0,0.05,0.25,0.25
"482",0.4,0,0,0,0,0.05,0.25,0.3
"483",0.35,0,0,0,0,0.05,0.25,0.35
"484",0.7,0,0,0,0,0.1,0.1,0.1
"485",0.65,0,0,0,0,0.1,0.1,0.15
"486",0.6,0,0,0,0,0.1,0.1,0.2
"487",0.55,0,0,0,0,0.1,0.1,0.25
"488",0.5,0,0,0,0,0.1,0.1,0.3
"489",0.45,0,0,0,0,0.1,0.1,0.35
"490",0.4,0,0,0,0,0.1,0.1,0.4
"491",0.6,0,0,0,0,0.1,0.15,0.15
"492",0.55,0,0,0,0,0.1,0.15,0.2
"493",0.5,0,0,0,0,0.1,0.15,0.25
"494",0.45,0,0,0,0,0.1,0.15,0.3
"495",0.4,0,0,0,0,0.1,0.15,0.35
"496",0.5,0,0,0,0,0.1,0.2,0.2
"497",0.45,0,0,0,0,0.1,0.2,0.25
"498",0.4,0,0,0,0,0.1,0.2,0.3
"499",0.4,0,0,0,0,0.1,0.25,0.25
"500",0.35,0,0,0,0,0.1,0.25,0.3
"501",0.3,0,0,0,0,0.1,0.3,0.3
"502",0.55,0,0,0,0,0.15,0.15,0.15
"503",0.5,0,0,0,0,0.15,0.15,0.2
"504",0.45,0,0,0,0,0.15,0.15,0.25
"505",0.4,0,0,0,0,0.15,0.15,0.3
"506",0.45,0,0,0,0,0.15,0.2,0.2
"507",0.4,0,0,0,0,0.15,0.2,0.25
"508",0.35,0,0,0,0,0.15,0.25,0.25
"509",0.3,0,0,0,0,0.15,0.25,0.3
"510",0.4,0,0,0,0,0.2,0.2,0.2
"511",0.35,0,0,0,0,0.2,0.2,0.25
"512",0.3,0,0,0,0,0.2,0.2,0.3
"513",0.3,0,0,0,0,0.2,0.25,0.25
"514",0.25,0,0,0,0,0.25,0.25,0.25
"515",0.8,0,0,0,0.05,0.05,0.05,0.05
"516",0.75,0,0,0,0.05,0.05,0.05,0.1
"517",0.7,0,0,0,0.05,0.05,0.05,0.15
"518",0.65,0,0,0,0.05,0.05,0.05,0.2
"519",0.6,0,0,0,0.05,0.05,0.05,0.25
"520",0.55,0,0,0,0.05,0.05,0.05,0.3
"521",0.5,0,0,0,0.05,0.05,0.05,0.35
"522",0.45,0,0,0,0.05,0.05,0.05,0.4
"523",0.7,0,0,0,0.05,0.05,0.1,0.1
"524",0.65,0,0,0,0.05,0.05,0.1,0.15
"525",0.6,0,0,0,0.05,0.05,0.1,0.2
"526",0.55,0,0,0,0.05,0.05,0.1,0.25
"527",0.5,0,0,0,0.05,0.05,0.1,0.3
"528",0.45,0,0,0,0.05,0.05,0.1,0.35
"529",0.4,0,0,0,0.05,0.05,0.1,0.4
"530",0.6,0,0,0,0.05,0.05,0.15,0.15
"531",0.55,0,0,0,0.05,0.05,0.15,0.2
"532",0.5,0,0,0,0.05,0.05,0.15,0.25
"533",0.45,0,0,0,0.05,0.05,0.15,0.3
"534",0.4,0,0,0,0.05,0.05,0.15,0.35
"535",0.5,0,0,0,0.05,0.05,0.2,0.2
"536",0.45,0,0,0,0.05,0.05,0.2,0.25
"537",0.4,0,0,0,0.05,0.05,0.2,0.3
"538",0.4,0,0,0,0.05,0.05,0.25,0.25
"539",0.35,0,0,0,0.05,0.05,0.25,0.3
"540",0.3,0,0,0,0.05,0.05,0.3,0.3
"541",0.65,0,0,0,0.05,0.1,0.1,0.1
"542",0.6,0,0,0,0.05,0.1,0.1,0.15
"543",0.55,0,0,0,0.05,0.1,0.1,0.2
"544",0.5,0,0,0,0.05,0.1,0.1,0.25
"545",0.45,0,0,0,0.05,0.1,0.1,0.3
"546",0.4,0,0,0,0.05,0.1,0.1,0.35
"547",0.55,0,0,0,0.05,0.1,0.15,0.15
"548",0.5,0,0,0,0.05,0.1,0.15,0.2
"549",0.45,0,0,0,0.05,0.1,0.15,0.25
"550",0.4,0,0,0,0.05,0.1,0.15,0.3
"551",0.45,0,0,0,0.05,0.1,0.2,0.2
"552",0.4,0,0,0,0.05,0.1,0.2,0.25
"553",0.35,0,0,0,0.05,0.1,0.25,0.25
"554",0.3,0,0,0,0.05,0.1,0.25,0.3
"555",0.5,0,0,0,0.05,0.15,0.15,0.15
"556",0.45,0,0,0,0.05,0.15,0.15,0.2
"557",0.4,0,0,0,0.05,0.15,0.15,0.25
"558",0.4,0,0,0,0.05,0.15,0.2,0.2
"559",0.35,0,0,0,0.05,0.15,0.2,0.25
"560",0.3,0,0,0,0.05,0.15,0.2,0.3
"561",0.3,0,0,0,0.05,0.15,0.25,0.25
"562",0.35,0,0,0,0.05,0.2,0.2,0.2
"563",0.3,0,0,0,0.05,0.2,0.2,0.25
"564",0.25,0,0,0,0.05,0.2,0.25,0.25
"565",0.6,0,0,0,0.1,0.1,0.1,0.1
"566",0.55,0,0,0,0.1,0.1,0.1,0.15
"567",0.5,0,0,0,0.1,0.1,0.1,0.2
"568",0.45,0,0,0,0.1,0.1,0.1,0.25
"569",0.4,0,0,0,0.1,0.1,0.1,0.3
"570",0.5,0,0,0,0.1,0.1,0.15,0.15
"571",0.45,0,0,0,0.1,0.1,0.15,0.2
"572",0.4,0,0,0,0.1,0.1,0.15,0.25
"573",0.4,0,0,0,0.1,0.1,0.2,0.2
"574",0.35,0,0,0,0.1,0.1,0.2,0.25
"575",0.3,0,0,0,0.1,0.1,0.2,0.3
"576",0.3,0,0,0,0.1,0.1,0.25,0.25
"577",0.45,0,0,0,0.1,0.15,0.15,0.15
"578",0.4,0,0,0,0.1,0.15,0.15,0.2
"579",0.35,0,0,0,0.1,0.15,0.15,0.25
"580",0.3,0,0,0,0.1,0.15,0.15,0.3
"581",0.35,0,0,0,0.1,0.15,0.2,0.2
"582",0.3,0,0,0,0.1,0.15,0.2,0.25
"583",0.25,0,0,0,0.1,0.15,0.25,0.25
"584",0.3,0,0,0,0.1,0.2,0.2,0.2
"585",0.25,0,0,0,0.1,0.2,0.2,0.25
"586",0.4,0,0,0,0.15,0.15,0.15,0.15
"587",0.3,0,0,0,0.15,0.15,0.15,0.25
"588",0.3,0,0,0,0.15,0.15,0.2,0.2
"589",0.25,0,0,0,0.15,0.15,0.2,0.25
"590",0.25,0,0,0,0.15,0.2,0.2,0.2
"591",0.2,0,0,0,0.2,0.2,0.2,0.2
"592",0.75,0,0,0.05,0.05,0.05,0.05,0.05
"593",0.7,0,0,0.05,0.05,0.05,0.05,0.1
"594",0.65,0,0,0.05,0.05,0.05,0.05,0.15
"595",0.6,0,0,0.05,0.05,0.05,0.05,0.2
"596",0.55,0,0,0.05,0.05,0.05,0.05,0.25
"597",0.5,0,0,0.05,0.05,0.05,0.05,0.3
"598",0.45,0,0,0.05,0.05,0.05,0.05,0.35
"599",0.4,0,0,0.05,0.05,0.05,0.05,0.4
"600",0.65,0,0,0.05,0.05,0.05,0.1,0.1
"601",0.6,0,0,0.05,0.05,0.05,0.1,0.15
"602",0.55,0,0,0.05,0.05,0.05,0.1,0.2
"603",0.5,0,0,0.05,0.05,0.05,0.1,0.25
"604",0.45,0,0,0.05,0.05,0.05,0.1,0.3
"605",0.4,0,0,0.05,0.05,0.05,0.1,0.35
"606",0.55,0,0,0.05,0.05,0.05,0.15,0.15
"607",0.5,0,0,0.05,0.05,0.05,0.15,0.2
"608",0.45,0,0,0.05,0.05,0.05,0.15,0.25
"609",0.4,0,0,0.05,0.05,0.05,0.15,0.3
"610",0.45,0,0,0.05,0.05,0.05,0.2,0.2
"611",0.4,0,0,0.05,0.05,0.05,0.2,0.25
"612",0.35,0,0,0.05,0.05,0.05,0.25,0.25
"613",0.3,0,0,0.05,0.05,0.05,0.25,0.3
"614",0.6,0,0,0.05,0.05,0.1,0.1,0.1
"615",0.55,0,0,0.05,0.05,0.1,0.1,0.15
"616",0.5,0,0,0.05,0.05,0.1,0.1,0.2
"617",0.45,0,0,0.05,0.05,0.1,0.1,0.25
"618",0.4,0,0,0.05,0.05,0.1,0.1,0.3
"619",0.5,0,0,0.05,0.05,0.1,0.15,0.15
"620",0.45,0,0,0.05,0.05,0.1,0.15,0.2
"621",0.4,0,0,0.05,0.05,0.1,0.15,0.25
"622",0.4,0,0,0.05,0.05,0.1,0.2,0.2
"623",0.35,0,0,0.05,0.05,0.1,0.2,0.25
"624",0.3,0,0,0.05,0.05,0.1,0.2,0.3
"625",0.3,0,0,0.05,0.05,0.1,0.25,0.25
"626",0.45,0,0,0.05,0.05,0.15,0.15,0.15
"627",0.4,0,0,0.05,0.05,0.15,0.15,0.2
"628",0.35,0,0,0.05,0.05,0.15,0.15,0.25
"629",0.3,0,0,0.05,0.05,0.15,0.15,0.3
"630",0.35,0,0,0.05,0.05,0.15,0.2,0.2
"631",0.3,0,0,0.05,0.05,0.15,0.2,0.25
"632",0.25,0,0,0.05,0.05,0.15,0.25,0.25
"633",0.3,0,0,0.05,0.05,0.2,0.2,0.2
"634",0.25,0,0,0.05,0.05,0.2,0.2,0.25
"635",0.55,0,0,0.05,0.1,0.1,0.1,0.1
"636",0.5,0,0,0.05,0.1,0.1,0.1,0.15
"637",0.45,0,0,0.05,0.1,0.1,0.1,0.2
"638",0.4,0,0,0.05,0.1,0.1,0.1,0.25
"639",0.35,0,0,0.05,0.1,0.1,0.1,0.3
"640",0.45,0,0,0.05,0.1,0.1,0.15,0.15
"641",0.4,0,0,0.05,0.1,0.1,0.15,0.2
"642",0.35,0,0,0.05,0.1,0.1,0.15,0.25
"643",0.3,0,0,0.05,0.1,0.1,0.15,0.3
"644",0.35,0,0,0.05,0.1,0.1,0.2,0.2
"645",0.3,0,0,0.05,0.1,0.1,0.2,0.25
"646",0.25,0,0,0.05,0.1,0.1,0.25,0.25
"647",0.4,0,0,0.05,0.1,0.15,0.15,0.15
"648",0.3,0,0,0.05,0.1,0.15,0.15,0.25
"649",0.3,0,0,0.05,0.1,0.15,0.2,0.2
"650",0.25,0,0,0.05,0.1,0.15,0.2,0.25
"651",0.25,0,0,0.05,0.1,0.2,0.2,0.2
"652",0.35,0,0,0.05,0.15,0.15,0.15,0.15
"653",0.3,0,0,0.05,0.15,0.15,0.15,0.2
"654",0.25,0,0,0.05,0.15,0.15,0.15,0.25
"655",0.25,0,0,0.05,0.15,0.15,0.2,0.2
"656",0.2,0,0,0.05,0.15,0.2,0.2,0.2
"657",0.5,0,0,0.1,0.1,0.1,0.1,0.1
"658",0.45,0,0,0.1,0.1,0.1,0.1,0.15
"659",0.4,0,0,0.1,0.1,0.1,0.1,0.2
"660",0.35,0,0,0.1,0.1,0.1,0.1,0.25
"661",0.3,0,0,0.1,0.1,0.1,0.1,0.3
"662",0.4,0,0,0.1,0.1,0.1,0.15,0.15
"663",0.3,0,0,0.1,0.1,0.1,0.15,0.25
"664",0.3,0,0,0.1,0.1,0.1,0.2,0.2
"665",0.25,0,0,0.1,0.1,0.1,0.2,0.25
"666",0.35,0,0,0.1,0.1,0.15,0.15,0.15
"667",0.3,0,0,0.1,0.1,0.15,0.15,0.2
"668",0.25,0,0,0.1,0.1,0.15,0.15,0.25
"669",0.25,0,0,0.1,0.1,0.15,0.2,0.2
"670",0.2,0,0,0.1,0.1,0.2,0.2,0.2
"671",0.3,0,0,0.1,0.15,0.15,0.15,0.15
"672",0.25,0,0,0.1,0.15,0.15,0.15,0.2
"673",0.2,0,0,0.1,0.15,0.15,0.2,0.2
"674",0.25,0,0,0.15,0.15,0.15,0.15,0.15
"675",0.2,0,0,0.15,0.15,0.15,0.15,0.2
"676",0.7,0,0.05,0.05,0.05,0.05,0.05,0.05
"677",0.65,0,0.05,0.05,0.05,0.05,0.05,0.1
"678",0.6,0,0.05,0.05,0.05,0.05,0.05,0.15
"679",0.55,0,0.05,0.05,0.05,0.05,0.05,0.2
"680",0.5,0,0.05,0.05,0.05,0.05,0.05,0.25
"681",0.45,0,0.05,0.05,0.05,0.05,0.05,0.3
"682",0.4,0,0.05,0.05,0.05,0.05,0.05,0.35
"683",0.6,0,0.05,0.05,0.05,0.05,0.1,0.1
"684",0.55,0,0.05,0.05,0.05,0.05,0.1,0.15
"685",0.5,0,0.05,0.05,0.05,0.05,0.1,0.2
"686",0.45,0,0.05,0.05,0.05,0.05,0.1,0.25
"687",0.4,0,0.05,0.05,0.05,0.05,0.1,0.3
"688",0.5,0,0.05,0.05,0.05,0.05,0.15,0.15
"689",0.45,0,0.05,0.05,0.05,0.05,0.15,0.2
"690",0.4,0,0.05,0.05,0.05,0.05,0.15,0.25
"691",0.4,0,0.05,0.05,0.05,0.05,0.2,0.2
"692",0.35,0,0.05,0.05,0.05,0.05,0.2,0.25
"693",0.3,0,0.05,0.05,0.05,0.05,0.2,0.3
"694",0.3,0,0.05,0.05,0.05,0.05,0.25,0.25
"695",0.55,0,0.05,0.05,0.05,0.1,0.1,0.1
"696",0.5,0,0.05,0.05,0.05,0.1,0.1,0.15
"697",0.45,0,0.05,0.05,0.05,0.1,0.1,0.2
"698",0.4,0,0.05,0.05,0.05,0.1,0.1,0.25
"699",0.35,0,0.05,0.05,0.05,0.1,0.1,0.3
"700",0.45,0,0.05,0.05,0.05,0.1,0.15,0.15
"701",0.4,0,0.05,0.05,0.05,0.1,0.15,0.2
"702",0.35,0,0.05,0.05,0.05,0.1,0.15,0.25
"703",0.3,0,0.05,0.05,0.05,0.1,0.15,0.3
"704",0.35,0,0.05,0.05,0.05,0.1,0.2,0.2
"705",0.3,0,0.05,0.05,0.05,0.1,0.2,0.25
"706",0.25,0,0.05,0.05,0.05,0.1,0.25,0.25
"707",0.4,0,0.05,0.05,0.05,0.15,0.15,0.15
"708",0.3,0,0.05,0.05,0.05,0.15,0.15,0.25
"709",0.3,0,0.05,0.05,0.05,0.15,0.2,0.2
"710",0.25,0,0.05,0.05,0.05,0.15,0.2,0.25
"711",0.25,0,0.05,0.05,0.05,0.2,0.2,0.2
"712",0.5,0,0.05,0.05,0.1,0.1,0.1,0.1
"713",0.45,0,0.05,0.05,0.1,0.1,0.1,0.15
"714",0.4,0,0.05,0.05,0.1,0.1,0.1,0.2
"715",0.35,0,0.05,0.05,0.1,0.1,0.1,0.25
"716",0.3,0,0.05,0.05,0.1,0.1,0.1,0.3
"717",0.4,0,0.05,0.05,0.1,0.1,0.15,0.15
"718",0.3,0,0.05,0.05,0.1,0.1,0.15,0.25
"719",0.3,0,0.05,0.05,0.1,0.1,0.2,0.2
"720",0.25,0,0.05,0.05,0.1,0.1,0.2,0.25
"721",0.35,0,0.05,0.05,0.1,0.15,0.15,0.15
"722",0.3,0,0.05,0.05,0.1,0.15,0.15,0.2
"723",0.25,0,0.05,0.05,0.1,0.15,0.15,0.25
"724",0.25,0,0.05,0.05,0.1,0.15,0.2,0.2
"725",0.2,0,0.05,0.05,0.1,0.2,0.2,0.2
"726",0.3,0,0.05,0.05,0.15,0.15,0.15,0.15
"727",0.25,0,0.05,0.05,0.15,0.15,0.15,0.2
"728",0.2,0,0.05,0.05,0.15,0.15,0.2,0.2
"729",0.45,0,0.05,0.1,0.1,0.1,0.1,0.1
"730",0.4,0,0.05,0.1,0.1,0.1,0.1,0.15
"731",0.35,0,0.05,0.1,0.1,0.1,0.1,0.2
"732",0.3,0,0.05,0.1,0.1,0.1,0.1,0.25
"733",0.35,0,0.05,0.1,0.1,0.1,0.15,0.15
"734",0.3,0,0.05,0.1,0.1,0.1,0.15,0.2
"735",0.25,0,0.05,0.1,0.1,0.1,0.15,0.25
"736",0.25,0,0.05,0.1,0.1,0.1,0.2,0.2
"737",0.3,0,0.05,0.1,0.1,0.15,0.15,0.15
"738",0.25,0,0.05,0.1,0.1,0.15,0.15,0.2
"739",0.2,0,0.05,0.1,0.1,0.15,0.2,0.2
"740",0.25,0,0.05,0.1,0.15,0.15,0.15,0.15
"741",0.2,0,0.05,0.1,0.15,0.15,0.15,0.2
"742",0.2,0,0.05,0.15,0.15,0.15,0.15,0.15
"743",0.4,0,0.1,0.1,0.1,0.1,0.1,0.1
"744",0.35,0,0.1,0.1,0.1,0.1,0.1,0.15
"745",0.3,0,0.1,0.1,0.1,0.1,0.1,0.2
"746",0.25,0,0.1,0.1,0.1,0.1,0.1,0.25
"747",0.3,0,0.1,0.1,0.1,0.1,0.15,0.15
"748",0.25,0,0.1,0.1,0.1,0.1,0.15,0.2
"749",0.2,0,0.1,0.1,0.1,0.1,0.2,0.2
"750",0.25,0,0.1,0.1,0.1,0.15,0.15,0.15
"751",0.2,0,0.1,0.1,0.1,0.15,0.15,0.2
"752",0.2,0,0.1,0.1,0.15,0.15,0.15,0.15
"753",0.15,0,0.1,0.15,0.15,0.15,0.15,0.15
"754",0.65,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"755",0.6,0.05,0.05,0.05,0.05,0.05,0.05,0.1
"756",0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.15
"757",0.5,0.05,0.05,0.05,0.05,0.05,0.05,0.2
"758",0.45,0.05,0.05,0.05,0.05,0.05,0.05,0.25
"759",0.4,0.05,0.05,0.05,0.05,0.05,0.05,0.3
"760",0.35,0.05,0.05,0.05,0.05,0.05,0.05,0.35
"761",0.55,0.05,0.05,0.05,0.05,0.05,0.1,0.1
"762",0.5,0.05,0.05,0.05,0.05,0.05,0.1,0.15
"763",0.45,0.05,0.05,0.05,0.05,0.05,0.1,0.2
"764",0.4,0.05,0.05,0.05,0.05,0.05,0.1,0.25
"765",0.35,0.05,0.05,0.05,0.05,0.05,0.1,0.3
"766",0.45,0.05,0.05,0.05,0.05,0.05,0.15,0.15
"767",0.4,0.05,0.05,0.05,0.05,0.05,0.15,0.2
"768",0.35,0.05,0.05,0.05,0.05,0.05,0.15,0.25
"769",0.3,0.05,0.05,0.05,0.05,0.05,0.15,0.3
"770",0.35,0.05,0.05,0.05,0.05,0.05,0.2,0.2
"771",0.3,0.05,0.05,0.05,0.05,0.05,0.2,0.25
"772",0.25,0.05,0.05,0.05,0.05,0.05,0.25,0.25
"773",0.5,0.05,0.05,0.05,0.05,0.1,0.1,0.1
"774",0.45,0.05,0.05,0.05,0.05,0.1,0.1,0.15
"775",0.4,0.05,0.05,0.05,0.05,0.1,0.1,0.2
"776",0.35,0.05,0.05,0.05,0.05,0.1,0.1,0.25
"777",0.3,0.05,0.05,0.05,0.05,0.1,0.1,0.3
"778",0.4,0.05,0.05,0.05,0.05,0.1,0.15,0.15
"779",0.3,0.05,0.05,0.05,0.05,0.1,0.15,0.25
"780",0.3,0.05,0.05,0.05,0.05,0.1,0.2,0.2
"781",0.25,0.05,0.05,0.05,0.05,0.1,0.2,0.25
"782",0.35,0.05,0.05,0.05,0.05,0.15,0.15,0.15
"783",0.3,0.05,0.05,0.05,0.05,0.15,0.15,0.2
"784",0.25,0.05,0.05,0.05,0.05,0.15,0.15,0.25
"785",0.25,0.05,0.05,0.05,0.05,0.15,0.2,0.2
"786",0.2,0.05,0.05,0.05,0.05,0.2,0.2,0.2
"787",0.45,0.05,0.05,0.05,0.1,0.1,0.1,0.1
"788",0.4,0.05,0.05,0.05,0.1,0.1,0.1,0.15
"789",0.35,0.05,0.05,0.05,0.1,0.1,0.1,0.2
"790",0.3,0.05,0.05,0.05,0.1,0.1,0.1,0.25
"791",0.35,0.05,0.05,0.05,0.1,0.1,0.15,0.15
"792",0.3,0.05,0.05,0.05,0.1,0.1,0.15,0.2
"793",0.25,0.05,0.05,0.05,0.1,0.1,0.15,0.25
"794",0.25,0.05,0.05,0.05,0.1,0.1,0.2,0.2
"795",0.3,0.05,0.05,0.05,0.1,0.15,0.15,0.15
"796",0.25,0.05,0.05,0.05,0.1,0.15,0.15,0.2
"797",0.2,0.05,0.05,0.05,0.1,0.15,0.2,0.2
"798",0.25,0.05,0.05,0.05,0.15,0.15,0.15,0.15
"799",0.2,0.05,0.05,0.05,0.15,0.15,0.15,0.2
"800",0.4,0.05,0.05,0.1,0.1,0.1,0.1,0.1
"801",0.35,0.05,0.05,0.1,0.1,0.1,0.1,0.15
"802",0.3,0.05,0.05,0.1,0.1,0.1,0.1,0.2
"803",0.25,0.05,0.05,0.1,0.1,0.1,0.1,0.25
"804",0.3,0.05,0.05,0.1,0.1,0.1,0.15,0.15
"805",0.25,0.05,0.05,0.1,0.1,0.1,0.15,0.2
"806",0.2,0.05,0.05,0.1,0.1,0.1,0.2,0.2
"807",0.25,0.05,0.05,0.1,0.1,0.15,0.15,0.15
"808",0.2,0.05,0.05,0.1,0.1,0.15,0.15,0.2
"809",0.2,0.05,0.05,0.1,0.15,0.15,0.15,0.15
"810",0.15,0.05,0.05,0.15,0.15,0.15,0.15,0.15
"811",0.35,0.05,0.1,0.1,0.1,0.1,0.1,0.1
"812",0.3,0.05,0.1,0.1,0.1,0.1,0.1,0.15
"813",0.25,0.05,0.1,0.1,0.1,0.1,0.1,0.2
"814",0.25,0.05,0.1,0.1,0.1,0.1,0.15,0.15
"815",0.2,0.05,0.1,0.1,0.1,0.1,0.15,0.2
"816",0.2,0.05,0.1,0.1,0.1,0.15,0.15,0.15
"817",0.15,0.05,0.1,0.1,0.15,0.15,0.15,0.15
"818",0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"819",0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.15
"820",0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2
"821",0.2,0.1,0.1,0.1,0.1,0.1,0.15,0.15
"822",0.15,0.1,0.1,0.1,0.1,0.15,0.15,0.15
"823",0,1,0,0,0,0,0,0
"824",0.05,0.95,0,0,0,0,0,0
"825",0.1,0.9,0,0,0,0,0,0
"826",0.15,0.85,0,0,0,0,0,0
"827",0.2,0.8,0,0,0,0,0,0
"828",0.25,0.75,0,0,0,0,0,0
"829",0.3,0.7,0,0,0,0,0,0
"830",0.35,0.65,0,0,0,0,0,0
"831",0.4,0.6,0,0,0,0,0,0
"832",0.45,0.55,0,0,0,0,0,0
"833",0.5,0.5,0,0,0,0,0,0
"834",0.05,0.9,0,0,0,0,0,0.05
"835",0.1,0.85,0,0,0,0,0,0.05
"836",0.15,0.8,0,0,0,0,0,0.05
"837",0.2,0.75,0,0,0,0,0,0.05
"838",0.25,0.7,0,0,0,0,0,0.05
"839",0.3,0.65,0,0,0,0,0,0.05
"840",0.35,0.6,0,0,0,0,0,0.05
"841",0.4,0.55,0,0,0,0,0,0.05
"842",0.45,0.5,0,0,0,0,0,0.05
"843",0.1,0.8,0,0,0,0,0,0.1
"844",0.15,0.75,0,0,0,0,0,0.1
"845",0.2,0.7,0,0,0,0,0,0.1
"846",0.25,0.65,0,0,0,0,0,0.1
"847",0.3,0.6,0,0,0,0,0,0.1
"848",0.35,0.55,0,0,0,0,0,0.1
"849",0.4,0.5,0,0,0,0,0,0.1
"850",0.45,0.45,0,0,0,0,0,0.1
"851",0.15,0.7,0,0,0,0,0,0.15
"852",0.2,0.65,0,0,0,0,0,0.15
"853",0.25,0.6,0,0,0,0,0,0.15
"854",0.3,0.55,0,0,0,0,0,0.15
"855",0.35,0.5,0,0,0,0,0,0.15
"856",0.4,0.45,0,0,0,0,0,0.15
"857",0.2,0.6,0,0,0,0,0,0.2
"858",0.25,0.55,0,0,0,0,0,0.2
"859",0.3,0.5,0,0,0,0,0,0.2
"860",0.35,0.45,0,0,0,0,0,0.2
"861",0.4,0.4,0,0,0,0,0,0.2
"862",0.25,0.5,0,0,0,0,0,0.25
"863",0.3,0.45,0,0,0,0,0,0.25
"864",0.35,0.4,0,0,0,0,0,0.25
"865",0.3,0.4,0,0,0,0,0,0.3
"866",0.05,0.85,0,0,0,0,0.05,0.05
"867",0.1,0.8,0,0,0,0,0.05,0.05
"868",0.15,0.75,0,0,0,0,0.05,0.05
"869",0.2,0.7,0,0,0,0,0.05,0.05
"870",0.25,0.65,0,0,0,0,0.05,0.05
"871",0.3,0.6,0,0,0,0,0.05,0.05
"872",0.35,0.55,0,0,0,0,0.05,0.05
"873",0.4,0.5,0,0,0,0,0.05,0.05
"874",0.45,0.45,0,0,0,0,0.05,0.05
"875",0.1,0.75,0,0,0,0,0.05,0.1
"876",0.15,0.7,0,0,0,0,0.05,0.1
"877",0.2,0.65,0,0,0,0,0.05,0.1
"878",0.25,0.6,0,0,0,0,0.05,0.1
"879",0.3,0.55,0,0,0,0,0.05,0.1
"880",0.35,0.5,0,0,0,0,0.05,0.1
"881",0.4,0.45,0,0,0,0,0.05,0.1
"882",0.15,0.65,0,0,0,0,0.05,0.15
"883",0.2,0.6,0,0,0,0,0.05,0.15
"884",0.25,0.55,0,0,0,0,0.05,0.15
"885",0.3,0.5,0,0,0,0,0.05,0.15
"886",0.35,0.45,0,0,0,0,0.05,0.15
"887",0.4,0.4,0,0,0,0,0.05,0.15
"888",0.2,0.55,0,0,0,0,0.05,0.2
"889",0.25,0.5,0,0,0,0,0.05,0.2
"890",0.3,0.45,0,0,0,0,0.05,0.2
"891",0.35,0.4,0,0,0,0,0.05,0.2
"892",0.25,0.45,0,0,0,0,0.05,0.25
"893",0.3,0.4,0,0,0,0,0.05,0.25
"894",0.35,0.35,0,0,0,0,0.05,0.25
"895",0.1,0.7,0,0,0,0,0.1,0.1
"896",0.15,0.65,0,0,0,0,0.1,0.1
"897",0.2,0.6,0,0,0,0,0.1,0.1
"898",0.25,0.55,0,0,0,0,0.1,0.1
"899",0.3,0.5,0,0,0,0,0.1,0.1
"900",0.35,0.45,0,0,0,0,0.1,0.1
"901",0.4,0.4,0,0,0,0,0.1,0.1
"902",0.15,0.6,0,0,0,0,0.1,0.15
"903",0.2,0.55,0,0,0,0,0.1,0.15
"904",0.25,0.5,0,0,0,0,0.1,0.15
"905",0.3,0.45,0,0,0,0,0.1,0.15
"906",0.35,0.4,0,0,0,0,0.1,0.15
"907",0.2,0.5,0,0,0,0,0.1,0.2
"908",0.25,0.45,0,0,0,0,0.1,0.2
"909",0.3,0.4,0,0,0,0,0.1,0.2
"910",0.25,0.4,0,0,0,0,0.1,0.25
"911",0.3,0.35,0,0,0,0,0.1,0.25
"912",0.3,0.3,0,0,0,0,0.1,0.3
"913",0.15,0.55,0,0,0,0,0.15,0.15
"914",0.2,0.5,0,0,0,0,0.15,0.15
"915",0.25,0.45,0,0,0,0,0.15,0.15
"916",0.3,0.4,0,0,0,0,0.15,0.15
"917",0.2,0.45,0,0,0,0,0.15,0.2
"918",0.25,0.4,0,0,0,0,0.15,0.2
"919",0.25,0.35,0,0,0,0,0.15,0.25
"920",0.3,0.3,0,0,0,0,0.15,0.25
"921",0.2,0.4,0,0,0,0,0.2,0.2
"922",0.25,0.35,0,0,0,0,0.2,0.2
"923",0.3,0.3,0,0,0,0,0.2,0.2
"924",0.25,0.3,0,0,0,0,0.2,0.25
"925",0.25,0.25,0,0,0,0,0.25,0.25
"926",0.05,0.8,0,0,0,0.05,0.05,0.05
"927",0.1,0.75,0,0,0,0.05,0.05,0.05
"928",0.15,0.7,0,0,0,0.05,0.05,0.05
"929",0.2,0.65,0,0,0,0.05,0.05,0.05
